Price,10Y Yield
Ticker,^TNX
Date,
2020-09-08,0.6840000152587891
2020-09-09,0.703000009059906
2020-09-10,0.6850000023841858
2020-09-11,0.6690000295639038
2020-09-14,0.6710000038146973
2020-09-15,0.6790000200271606
2020-09-16,0.6869999766349792
2020-09-17,0.6840000152587891
2020-09-18,0.6940000057220459
2020-09-21,0.6710000038146973
2020-09-22,0.6639999747276306
2020-09-23,0.6759999990463257
2020-09-24,0.6660000085830688
2020-09-25,0.6589999794960022
2020-09-28,0.6629999876022339
2020-09-29,0.6449999809265137
2020-09-30,0.6769999861717224
2020-10-01,0.6769999861717224
2020-10-02,0.6959999799728394
2020-10-05,0.7620000243186951
2020-10-06,0.7419999837875366
2020-10-07,0.7850000262260437
2020-10-08,0.7649999856948853
2020-10-09,0.7749999761581421
2020-10-12,0.7770000100135803
2020-10-13,0.7269999980926514
2020-10-14,0.722000002861023
2020-10-15,0.7310000061988831
2020-10-16,0.7440000176429749
2020-10-19,0.7609999775886536
2020-10-20,0.796999990940094
2020-10-21,0.8159999847412109
2020-10-22,0.8479999899864197
2020-10-23,0.8410000205039978
2020-10-26,0.8009999990463257
2020-10-27,0.777999997138977
2020-10-28,0.781000018119812
2020-10-29,0.8349999785423279
2020-10-30,0.8600000143051147
2020-11-02,0.8489999771118164
2020-11-03,0.8820000290870667
2020-11-04,0.7680000066757202
2020-11-05,0.7760000228881836
2020-11-06,0.8199999928474426
2020-11-09,0.9580000042915344
2020-11-10,0.972000002861023
2020-11-11,0.9580000042915344
2020-11-12,0.8849999904632568
2020-11-13,0.8930000066757202
2020-11-16,0.906000018119812
2020-11-17,0.871999979019165
2020-11-18,0.8820000290870667
2020-11-19,0.8539999723434448
2020-11-20,0.8289999961853027
2020-11-23,0.8569999933242798
2020-11-24,0.8820000290870667
2020-11-25,0.878000020980835
2020-11-27,0.8420000076293945
2020-11-30,0.843999981880188
2020-12-01,0.9340000152587891
2020-12-02,0.9480000138282776
2020-12-03,0.9200000166893005
2020-12-04,0.968999981880188
2020-12-07,0.9279999732971191
2020-12-08,0.9129999876022339
2020-12-09,0.9409999847412109
2020-12-10,0.9079999923706055
2020-12-11,0.8930000066757202
2020-12-14,0.8920000195503235
2020-12-15,0.9229999780654907
2020-12-16,0.9200000166893005
2020-12-17,0.9300000071525574
2020-12-18,0.9480000138282776
2020-12-21,0.9409999847412109
2020-12-22,0.9179999828338623
2020-12-23,0.9549999833106995
2020-12-24,0.9279999732971191
2020-12-28,0.9330000281333923
2020-12-29,0.9350000023841858
2020-12-30,0.9259999990463257
2020-12-31,0.9169999957084656
2021-01-04,0.9169999957084656
2021-01-05,0.9549999833106995
2021-01-06,1.0420000553131104
2021-01-07,1.0709999799728394
2021-01-08,1.1050000190734863
2021-01-11,1.1319999694824219
2021-01-12,1.1380000114440918
2021-01-13,1.0880000591278076
2021-01-14,1.128999948501587
2021-01-15,1.097000002861023
2021-01-19,1.0920000076293945
2021-01-20,1.090000033378601
2021-01-21,1.1089999675750732
2021-01-22,1.090999960899353
2021-01-25,1.0399999618530273
2021-01-26,1.0399999618530273
2021-01-27,1.0140000581741333
2021-01-28,1.0570000410079956
2021-01-29,1.093000054359436
2021-02-01,1.0770000219345093
2021-02-02,1.1050000190734863
2021-02-03,1.13100004196167
2021-02-04,1.1390000581741333
2021-02-05,1.1699999570846558
2021-02-08,1.159999966621399
2021-02-09,1.156999945640564
2021-02-10,1.1330000162124634
2021-02-11,1.1579999923706055
2021-02-12,1.2000000476837158
2021-02-16,1.2990000247955322
2021-02-17,1.3009999990463257
2021-02-18,1.2869999408721924
2021-02-19,1.3450000286102295
2021-02-22,1.3700000047683716
2021-02-23,1.3619999885559082
2021-02-24,1.3890000581741333
2021-02-25,1.5180000066757202
2021-02-26,1.4600000381469727
2021-03-01,1.4459999799728394
2021-03-02,1.4149999618530273
2021-03-03,1.4700000286102295
2021-03-04,1.5499999523162842
2021-03-05,1.5540000200271606
2021-03-08,1.5959999561309814
2021-03-09,1.5460000038146973
2021-03-10,1.5199999809265137
2021-03-11,1.5269999504089355
2021-03-12,1.6349999904632568
2021-03-15,1.6069999933242798
2021-03-16,1.621000051498413
2021-03-17,1.6410000324249268
2021-03-18,1.7300000190734863
2021-03-19,1.7319999933242798
2021-03-22,1.684000015258789
2021-03-23,1.6380000114440918
2021-03-24,1.6139999628067017
2021-03-25,1.6139999628067017
2021-03-26,1.659999966621399
2021-03-29,1.7209999561309814
2021-03-30,1.7259999513626099
