Price,Copper Futures
Ticker,HG=F
Date,
2020-05-05,2.3410000801086426
2020-05-06,2.3524999618530273
2020-05-07,2.385499954223633
2020-05-08,2.4084999561309814
2020-05-11,2.381999969482422
2020-05-12,2.3605000972747803
2020-05-13,2.3489999771118164
2020-05-14,2.3510000705718994
2020-05-15,2.3334999084472656
2020-05-18,2.4049999713897705
2020-05-19,2.4230000972747803
2020-05-20,2.4674999713897705
2020-05-21,2.4519999027252197
2020-05-22,2.4089999198913574
2020-05-26,2.438499927520752
2020-05-27,2.4024999141693115
2020-05-28,2.4130001068115234
2020-05-29,2.426500082015991
2020-06-01,2.4744999408721924
2020-06-02,2.494499921798706
2020-06-03,2.496500015258789
2020-06-04,2.493000030517578
2020-06-05,2.556999921798706
2020-06-08,2.569999933242798
2020-06-09,2.6005001068115234
2020-06-10,2.6570000648498535
2020-06-11,2.5864999294281006
2020-06-12,2.6015000343322754
2020-06-15,2.56850004196167
2020-06-16,2.565999984741211
2020-06-17,2.5920000076293945
2020-06-18,2.5910000801086426
2020-06-19,2.615000009536743
2020-06-22,2.6554999351501465
2020-06-23,2.6600000858306885
2020-06-24,2.6505000591278076
2020-06-25,2.6624999046325684
2020-06-26,2.671999931335449
2020-06-29,2.679500102996826
2020-06-30,2.7135000228881836
2020-07-01,2.7170000076293945
2020-07-02,2.7335000038146973
2020-07-06,2.7660000324249268
2020-07-07,2.7874999046325684
2020-07-08,2.814500093460083
2020-07-09,2.828000068664551
2020-07-10,2.88700008392334
2020-07-13,2.941999912261963
2020-07-14,2.9159998893737793
2020-07-15,2.870500087738037
2020-07-16,2.885999917984009
2020-07-17,2.887500047683716
2020-07-20,2.8984999656677246
2020-07-21,2.940999984741211
2020-07-22,2.9084999561309814
2020-07-23,2.924499988555908
2020-07-24,2.881999969482422
2020-07-27,2.888000011444092
2020-07-28,2.9049999713897705
2020-07-29,2.9054999351501465
2020-07-30,2.9045000076293945
2020-07-31,2.8589999675750732
2020-08-03,2.9079999923706055
2020-08-04,2.8894999027252197
2020-08-05,2.9114999771118164
2020-08-06,2.9054999351501465
2020-08-07,2.7904999256134033
2020-08-10,2.8585000038146973
2020-08-11,2.871999979019165
2020-08-12,2.88700008392334
2020-08-13,2.803999900817871
2020-08-14,2.8559999465942383
2020-08-17,2.8980000019073486
2020-08-18,2.9709999561309814
2020-08-19,3.0190000534057617
2020-08-20,2.9700000286102295
2020-08-21,2.9135000705718994
2020-08-24,2.922499895095825
2020-08-25,2.930999994277954
2020-08-26,2.9595000743865967
2020-08-27,2.9649999141693115
2020-08-28,2.994999885559082
2020-08-31,3.0409998893737793
2020-09-01,3.009500026702881
2020-09-02,3.003000020980835
2020-09-03,2.9579999446868896
2020-09-04,3.0464999675750732
2020-09-08,3.012500047683716
2020-09-09,3.0399999618530273
2020-09-10,2.986999988555908
2020-09-11,3.0339999198913574
2020-09-14,3.066499948501587
2020-09-15,3.062999963760376
2020-09-16,3.058000087738037
2020-09-17,3.066499948501587
2020-09-18,3.1135001182556152
2020-09-21,3.0295000076293945
2020-09-22,3.059000015258789
2020-09-23,2.993499994277954
2020-09-24,2.9690001010894775
2020-09-25,2.9730000495910645
2020-09-28,2.989500045776367
2020-09-29,2.9835000038146973
2020-09-30,3.0285000801086426
2020-10-01,2.8635001182556152
2020-10-02,2.9784998893737793
2020-10-05,2.9649999141693115
2020-10-06,2.9655001163482666
2020-10-07,3.0344998836517334
2020-10-08,3.0420000553131104
2020-10-09,3.0794999599456787
2020-10-12,3.061000108718872
2020-10-13,3.0425000190734863
2020-10-14,3.047499895095825
2020-10-15,3.0829999446868896
2020-10-16,3.065000057220459
2020-10-19,3.0810000896453857
2020-10-20,3.1435000896453857
2020-10-21,3.194499969482422
2020-10-22,3.1500000953674316
2020-10-23,3.125499963760376
2020-10-26,3.0885000228881836
2020-10-27,3.0899999141693115
2020-10-28,3.056999921798706
2020-10-29,3.052000045776367
2020-10-30,3.0434999465942383
2020-11-02,3.073499917984009
2020-11-03,3.0869998931884766
2020-11-04,3.1010000705718994
2020-11-05,3.1045000553131104
2020-11-06,3.1489999294281006
2020-11-09,3.1514999866485596
2020-11-10,3.1505000591278076
2020-11-11,3.128999948501587
2020-11-12,3.1429998874664307
2020-11-13,3.17549991607666
2020-11-16,3.2200000286102295
2020-11-17,3.196500062942505
2020-11-18,3.197999954223633
2020-11-19,3.2035000324249268
2020-11-20,3.2934999465942383
2020-11-23,3.259500026702881
2020-11-24,3.299999952316284
2020-11-25,3.312000036239624
2020-11-27,3.3994998931884766
2020-11-30,3.4205000400543213
2020-12-01,3.4679999351501465
2020-12-02,3.4749999046325684
2020-12-03,3.4790000915527344
2020-12-04,3.5139999389648438
2020-12-07,3.508500099182129
2020-12-08,3.49399995803833
2020-12-09,3.507999897003174
2020-12-10,3.570499897003174
2020-12-11,3.5239999294281006
2020-12-14,3.5220000743865967
2020-12-15,3.5380001068115234
2020-12-16,3.553999900817871
2020-12-17,3.5969998836517334
2020-12-18,3.628499984741211
2020-12-21,3.572999954223633
2020-12-22,3.5179998874664307
2020-12-23,3.552000045776367
2020-12-24,3.559999942779541
2020-12-28,3.569999933242798
2020-12-29,3.552999973297119
2020-12-30,3.5429999828338623
2020-12-31,3.5139999389648438
2021-01-04,3.552999973297119
2021-01-05,3.640500068664551
2021-01-06,3.6500000953674316
2021-01-07,3.695499897003174
2021-01-08,3.6735000610351562
2021-01-11,3.563999891281128
2021-01-12,3.6050000190734863
2021-01-13,3.617000102996826
2021-01-14,3.6679999828338623
2021-01-15,3.6029999256134033
2021-01-19,3.635999917984009
2021-01-20,3.6475000381469727
2021-01-21,3.6554999351501465
2021-01-22,3.635499954223633
2021-01-25,3.640500068664551
2021-01-26,3.628000020980835
2021-01-27,3.571500062942505
2021-01-28,3.5829999446868896
2021-01-29,3.573499917984009
2021-02-01,3.562000036239624
2021-02-02,3.5390000343322754
2021-02-03,3.5785000324249268
2021-02-04,3.565999984741211
2021-02-05,3.6389999389648438
2021-02-08,3.678999900817871
2021-02-09,3.7335000038146973
2021-02-10,3.7855000495910645
2021-02-11,3.7874999046325684
2021-02-12,3.802000045776367
2021-02-16,3.8480000495910645
2021-02-17,3.8359999656677246
2021-02-18,3.9165000915527344
2021-02-19,4.090000152587891
2021-02-22,4.152500152587891
2021-02-23,4.1875
2021-02-24,4.301000118255615
2021-02-25,4.265999794006348
2021-02-26,4.0945000648498535
2021-03-01,4.119500160217285
2021-03-02,4.231500148773193
2021-03-03,4.1529998779296875
2021-03-04,3.990999937057495
2021-03-05,4.086999893188477
2021-03-08,4.103499889373779
2021-03-09,4.019499778747559
2021-03-10,4.041999816894531
2021-03-11,4.14300012588501
2021-03-12,4.145500183105469
2021-03-15,4.146500110626221
2021-03-16,4.078999996185303
2021-03-17,4.127999782562256
2021-03-18,4.117000102996826
2021-03-19,4.123499870300293
2021-03-22,4.14900016784668
2021-03-23,4.0879998207092285
2021-03-24,4.071499824523926
2021-03-25,3.984999895095825
2021-03-26,4.078499794006348
2021-03-29,4.043000221252441
2021-03-30,3.9830000400543213
